# рамки РУССКИХ строк свода после правки переписи (заполнители домов + падеж имени)
# мир	масса	рамка
calendar	5	※ после октября — это ноябрь.
calendar	5	обычный ※ имеет # ※ и # полных ※.
calendar	5	первый # ※ обычного ※ дают # ※ всего.
calendar	5	сегодня вторник. перед вторником был понедельник.
calendar	5	сегодня вторник. после вторника — среда.
calendar	5	сегодня четверг. перед четвергом была среда.
calendar	5	сегодня четверг. после четверга — пятница.
calendar	5	сегодня суббота. перед субботой была пятница.
calendar	5	сегодня суббота. после субботы — воскресенье.
calendar	5	сегодня понедельник. перед понедельником было воскресенье.
calendar	5	сегодня понедельник. после понедельника — вторник.
calendar	5	сегодня среда. перед средой был вторник.
calendar	5	сегодня среда. после среды — четверг.
calendar	5	сегодня пятница. перед пятницей был четверг.
calendar	5	сегодня пятница. после пятницы — суббота.
calendar	5	сегодня воскресенье. перед воскресеньем была суббота.
calendar	5	сегодня воскресенье. после воскресенья — понедельник.
chains_langs	35	# плюс # дорівнює #. # мінус # дорівнює #.
chains_langs	31	# плюс # равно #. # минус # равно #.
chains_langs	15	# помножити # дорівнює #. # плюс # дорівнює #.
chains_langs	12	# умножить на # равно #. # плюс # равно #.
chains_langs	10	# плюс # равно #. # минус # равно #. # умножить на # равно #.
chains_langs	8	# плюс # равно #. # плюс # равно #. # минус # равно #.
chains_langs	7	# плюс # дорівнює #. # плюс # дорівнює #. # мінус # дорівнює #.
chains_langs	6	# плюс # дорівнює #. # мінус # дорівнює #. # помножити # дорівнює #.
chains_langs	6	# плюс # равно #. # минус # равно #. # плюс # равно #.
chains_langs	6	# плюс # дорівнює #. # мінус # дорівнює #. # плюс # дорівнює #.
chains_langs	5	# плюс # равно #. # умножить на # равно #. # минус # равно #.
chains_langs	5	# плюс # дорівнює #. # помножити # дорівнює #. # мінус # дорівнює #.
chains_langs	4	# умножить на # равно #. # умножить на # равно #.
chains_langs	4	# помножити # дорівнює #. # помножити # дорівнює #.
chains_langs	4	# плюс # дорівнює #. # мінус # дорівнює #. # помножити # дорівнює #. # мінус # дорівнює #.
chains_langs	4	# плюс # дорівнює #. # помножити # дорівнює #. # мінус # дорівнює #. # плюс # дорівнює #.
chains_langs	4	# плюс # равно #. # минус # равно #. # плюс # равно #. # минус # равно #.
chains_langs	4	# плюс # дорівнює #. # мінус # дорівнює #. # плюс # дорівнює #. # мінус # дорівнює #.
chains_langs	3	# плюс # равно #. # минус # равно #. # умножить на # равно #. # минус # равно #.
